日期,股票代碼,名稱,外資及陸資(不含外資自營商)-買進股數,外資及陸資(不含外資自營商)-賣出股數,外資及陸資(不含外資自營商)-買賣超股數,外資自營商-買進股數,外資自營商-賣出股數,外資自營商-買賣超股數,外資及陸資-買進股數,外資及陸資-賣出股數,外資及陸資-買賣超股數,投信-買進股數,投信-賣出股數,投信-買賣超股數,自營商(自行買賣)-買進股數,自營商(自行買賣)-賣出股數,自營商(自行買賣)-買賣超股數,自營商(避險)-買進股數,自營商(避險)-賣出股數,自營商(避險)-買賣超股數,自營商-買進股數,自營商-賣出股數,自營商-買賣超股數,三大法人買賣超股數合計,null
113/07/23,3522,御頂,"143,000","178,000","-35,000",0,0,0,"143,000","178,000","-35,000",0,0,0,0,"27,000","-27,000",0,0,0,0,"27,000","-27,000","-62,000",16
113/07/23,3526,凡甲,"107,000","82,032","24,968",0,0,0,"107,000","82,032","24,968","10,000","90,000","-80,000",0,"1,000","-1,000","3,000","4,314","-1,314","3,000","5,314","-2,314","-57,346",28
113/07/23,3527,聚積,"10,000","22,000","-12,000",0,0,0,"10,000","22,000","-12,000",0,0,0,0,"1,000","-1,000","5,398","3,189","2,209","5,398","4,189","1,209","-10,791",24
113/07/23,3529,力旺,"149,453","121,200","28,253",0,0,0,"149,453","121,200","28,253","32,300","21,000","11,300","5,094","45,000","-39,906","4,351","2,724","1,627","9,445","47,724","-38,279","1,274",24
113/07/23,3531,先益,"2,000",0,"2,000",0,0,0,"2,000",0,"2,000",0,0,0,0,0,0,0,0,0,0,0,0,"2,000",26
113/07/23,3537,堡達,"421,000","446,000","-25,000",0,0,0,"421,000","446,000","-25,000",0,0,0,0,0,0,"1,000","1,001",-1,"1,000","1,001",-1,"-25,001",28
113/07/23,3540,曜越,"119,000","103,000","16,000",0,0,0,"119,000","103,000","16,000",0,0,0,0,0,0,0,"25,000","-25,000",0,"25,000","-25,000","-9,000",25
113/07/23,3541,西柏,"13,000","3,000","10,000",0,0,0,"13,000","3,000","10,000",0,0,0,0,0,0,0,0,0,0,0,0,"10,000",31
113/07/23,3546,宇峻,"367,700","180,600","187,100",0,0,0,"367,700","180,600","187,100",0,0,0,0,0,0,"4,000","5,098","-1,098","4,000","5,098","-1,098","186,002",32
113/07/23,3548,兆利,"725,000","331,000","394,000",0,0,0,"725,000","331,000","394,000","55,000",0,"55,000",0,0,0,"21,283","18,035","3,248","21,283","18,035","3,248","452,248",28
113/07/23,3551,世禾,"85,000","73,000","12,000",0,0,0,"85,000","73,000","12,000",0,0,0,0,"3,000","-3,000",0,"8,565","-8,565",0,"11,565","-11,565",435,35
113/07/23,3552,同致,"22,000","74,000","-52,000",0,0,0,"22,000","74,000","-52,000",0,0,0,"7,000","11,000","-4,000","1,000","1,093",-93,"8,000","12,093","-4,093","-56,093",31
113/07/23,3556,禾瑞亞,"7,000","10,000","-3,000",0,0,0,"7,000","10,000","-3,000",0,0,0,0,0,0,0,0,0,0,0,0,"-3,000",24
113/07/23,3558,神準,"53,000","9,000","44,000",0,0,0,"53,000","9,000","44,000",0,0,0,0,0,0,"1,000","2,134","-1,134","1,000","2,134","-1,134","42,866",27
113/07/23,3564,其陽,"368,000","557,000","-189,000",0,0,0,"368,000","557,000","-189,000",0,0,0,0,0,0,"6,006","43,750","-37,744","6,006","43,750","-37,744","-226,744",27
113/07/23,3567,逸昌,"10,000","28,000","-18,000",0,0,0,"10,000","28,000","-18,000",0,0,0,0,0,0,"2,000","2,000",0,"2,000","2,000",0,"-18,000",24
113/07/23,3570,大塚,"7,000",0,"7,000",0,0,0,"7,000",0,"7,000",0,0,0,0,0,0,0,0,0,0,0,0,"7,000",30
113/07/23,3577,泓格,"5,576","1,000","4,576",0,0,0,"5,576","1,000","4,576",0,0,0,0,0,0,0,132,-132,0,132,-132,"4,444",25
113/07/23,3580,友威科,"4,314,000","4,119,000","195,000",0,0,0,"4,314,000","4,119,000","195,000",0,0,0,0,0,0,"63,446","31,172","32,274","63,446","31,172","32,274","227,274",31
113/07/23,3581,博磊,"386,000","329,000","57,000",0,0,0,"386,000","329,000","57,000",0,0,0,0,0,0,0,0,0,0,0,0,"57,000",24
113/07/23,3587,閎康,"108,000","126,062","-18,062",0,0,0,"108,000","126,062","-18,062","80,000",0,"80,000",0,0,0,"16,142","6,829","9,313","16,142","6,829","9,313","71,251",31
113/07/23,3594,磐儀,"137,000","148,000","-11,000",0,0,0,"137,000","148,000","-11,000",0,0,0,0,0,0,"2,000","3,204","-1,204","2,000","3,204","-1,204","-12,204",25
113/07/23,3597,映興,"138,000","94,000","44,000",0,0,0,"138,000","94,000","44,000",0,0,0,0,0,0,0,0,0,0,0,0,"44,000",28
113/07/23,3609,三一東林,"183,000","41,000","142,000",0,0,0,"183,000","41,000","142,000",0,0,0,0,0,0,0,0,0,0,0,0,"142,000",28
113/07/23,3611,鼎翰,"7,000","14,000","-7,000",0,0,0,"7,000","14,000","-7,000",0,0,0,0,0,0,0,364,-364,0,364,-364,"-7,364",25
113/07/23,3615,安可,"27,000","120,000","-93,000",0,0,0,"27,000","120,000","-93,000",0,0,0,0,0,0,0,0,0,0,0,0,"-93,000",26
113/07/23,3623,富晶通,"16,000","34,000","-18,000",0,0,0,"16,000","34,000","-18,000",0,0,0,0,0,0,0,0,0,0,0,0,"-18,000",26
113/07/23,3624,光頡,"79,000","128,000","-49,000",0,0,0,"79,000","128,000","-49,000",0,0,0,0,0,0,"2,000","6,933","-4,933","2,000","6,933","-4,933","-53,933",28
113/07/23,3625,西勝,0,"12,000","-12,000",0,0,0,0,"12,000","-12,000",0,0,0,0,0,0,0,0,0,0,0,0,"-12,000",25
113/07/23,3628,盈正,"11,000","4,000","7,000",0,0,0,"11,000","4,000","7,000",0,0,0,0,0,0,0,28,-28,0,28,-28,"6,972",31
113/07/23,3630,新鉅科,"111,000","236,000","-125,000",0,0,0,"111,000","236,000","-125,000",0,0,0,0,"7,000","-7,000",0,0,0,0,"7,000","-7,000","-132,000",26
113/07/23,3631,晟楠,"33,000","9,000","24,000",0,0,0,"33,000","9,000","24,000",0,0,0,"2,000",0,"2,000",0,0,0,"2,000",0,"2,000","26,000",28
113/07/23,3646,艾恩特,"7,000","2,000","5,000",0,0,0,"7,000","2,000","5,000",0,0,0,0,0,0,0,0,0,0,0,0,"5,000",28
113/07/23,3663,鑫科,"3,516,000","4,397,000","-881,000",0,0,0,"3,516,000","4,397,000","-881,000",0,0,0,"10,000","7,000","3,000","3,000","101,727","-98,727","13,000","108,727","-95,727","-976,727",31
113/07/23,3664,安瑞-KY,"9,000","4,000","5,000",0,0,0,"9,000","4,000","5,000",0,0,0,0,0,0,0,99,-99,0,99,-99,"4,901",27
113/07/23,3666,光耀,"23,000","40,000","-17,000",0,0,0,"23,000","40,000","-17,000",0,0,0,0,0,0,0,0,0,0,0,0,"-17,000",26
113/07/23,3672,康聯訊,"1,000","1,000",0,0,0,0,"1,000","1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
113/07/23,3675,德微,"150,000","144,000","6,000",0,0,0,"150,000","144,000","6,000",0,"60,000","-60,000","10,000",0,"10,000","21,535","13,203","8,332","31,535","13,203","18,332","-35,668",24
113/07/23,3680,家登,"179,000","269,000","-90,000",0,0,0,"179,000","269,000","-90,000","12,000",0,"12,000","8,166","43,816","-35,650","22,657","9,850","12,807","30,823","53,666","-22,843","-100,843",24
113/07/23,3685,元創精密,"7,000","2,000","5,000",0,0,0,"7,000","2,000","5,000",0,0,0,0,0,0,0,0,0,0,0,0,"5,000",05
113/07/23,3687,歐買尬,"25,000","32,000","-7,000",0,0,0,"25,000","32,000","-7,000",0,0,0,0,0,0,0,854,-854,0,854,-854,"-7,854",36
113/07/23,3689,湧德,"904,000","838,034","65,966",0,0,0,"904,000","838,034","65,966",0,0,0,"70,000",0,"70,000","46,000","5,000","41,000","116,000","5,000","111,000","176,966",28
113/07/23,3691,碩禾,"177,000","241,343","-64,343",0,0,0,"177,000","241,343","-64,343",0,0,0,0,"11,000","-11,000","13,000","37,167","-24,167","13,000","48,167","-35,167","-99,510",26
113/07/23,3693,營邦,"114,000","111,000","3,000",0,0,0,"114,000","111,000","3,000",0,0,0,0,0,0,"2,000","1,209",791,"2,000","1,209",791,"3,791",25
113/07/23,3707,漢磊,"193,000","532,000","-339,000",0,0,0,"193,000","532,000","-339,000",0,0,0,0,0,0,"22,475","17,763","4,712","22,475","17,763","4,712","-334,288",24
113/07/23,3709,鑫聯大投控,"4,000","2,000","2,000",0,0,0,"4,000","2,000","2,000",0,0,0,0,0,0,0,0,0,0,0,0,"2,000",25
113/07/23,3710,連展投控,"14,000","366,000","-352,000",0,0,0,"14,000","366,000","-352,000",0,0,0,0,0,0,0,0,0,0,0,0,"-352,000",28
113/07/23,3713,新晶投控,"32,000","65,000","-33,000",0,0,0,"32,000","65,000","-33,000",0,0,0,0,0,0,0,0,0,0,0,0,"-33,000",35
113/07/23,4102,永日,"14,000","15,000","-1,000",0,0,0,"14,000","15,000","-1,000",0,0,0,0,0,0,3,0,3,3,0,3,-997,22
113/07/23,4105,東洋,"237,000","20,000","217,000",0,0,0,"237,000","20,000","217,000","4,000",0,"4,000",0,"70,000","-70,000","1,000","1,665",-665,"1,000","71,665","-70,665","150,335",22
113/07/23,4107,邦特,"18,000","61,000","-43,000",0,0,0,"18,000","61,000","-43,000",0,0,0,0,0,0,0,0,0,0,0,0,"-43,000",22
113/07/23,4109,加捷生醫,"1,383,000","875,000","508,000",0,0,0,"1,383,000","875,000","508,000",0,0,0,"30,000",0,"30,000",0,0,0,"30,000",0,"30,000","538,000",22
113/07/23,4111,濟生,"53,000","38,000","15,000",0,0,0,"53,000","38,000","15,000",0,0,0,0,0,0,0,0,0,0,0,0,"15,000",22
113/07/23,4113,聯上,"583,000","477,000","106,000",0,0,0,"583,000","477,000","106,000",0,0,0,"30,000",0,"30,000","4,000","1,049","2,951","34,000","1,049","32,951","138,951",14
113/07/23,4114,健喬,"1,210,000","186,676","1,023,324",0,0,0,"1,210,000","186,676","1,023,324",0,0,0,"3,324","3,000",324,"2,200","2,000",200,"5,524","5,000",524,"1,023,848",22
113/07/23,4116,明基醫,"5,000","4,000","1,000",0,0,0,"5,000","4,000","1,000",0,0,0,0,0,0,0,0,0,0,0,0,"1,000",22
113/07/23,4120,友華,"10,000","29,000","-19,000",0,0,0,"10,000","29,000","-19,000",0,0,0,0,0,0,0,9,-9,0,9,-9,"-19,009",22
113/07/23,4121,優盛,"8,000","38,000","-30,000",0,0,0,"8,000","38,000","-30,000",0,0,0,4,207,-203,0,0,0,4,207,-203,"-30,203",22
113/07/23,4123,晟德,"1,303,297","492,000","811,297",0,0,0,"1,303,297","492,000","811,297",0,0,0,"89,000","124,000","-35,000","70,000","43,008","26,992","159,000","167,008","-8,008","803,289",22
113/07/23,4126,太醫,"89,000","91,785","-2,785",0,0,0,"89,000","91,785","-2,785","2,791",0,"2,791","5,000",0,"5,000","7,000","6,162",838,"12,000","6,162","5,838","5,844",22
113/07/23,4127,天良,"113,000","69,000","44,000",0,0,0,"113,000","69,000","44,000",0,0,0,0,0,0,0,0,0,0,0,0,"44,000",22
113/07/23,4128,中天,"4,550,000","4,942,100","-392,100",0,0,0,"4,550,000","4,942,100","-392,100",0,0,0,"340,811","111,187","229,624","7,697","7,351",346,"348,508","118,538","229,970","-162,130",22
113/07/23,4129,聯合,"51,000","164,000","-113,000",0,0,0,"51,000","164,000","-113,000",0,0,0,0,0,0,0,"2,000","-2,000",0,"2,000","-2,000","-115,000",22
113/07/23,4130,健亞,"19,000","11,000","8,000",0,0,0,"19,000","11,000","8,000",0,0,0,0,0,0,"2,000","1,672",328,"2,000","1,672",328,"8,328",22
113/07/23,4131,浩泰,0,"6,000","-6,000",0,0,0,0,"6,000","-6,000",0,0,0,0,0,0,0,0,0,0,0,0,"-6,000",22
113/07/23,4138,曜亞,"4,900","4,000",900,0,0,0,"4,900","4,000",900,0,0,0,0,0,0,0,823,-823,0,823,-823,77,22
113/07/23,4147,中裕,"79,000","87,000","-8,000",0,0,0,"79,000","87,000","-8,000",0,0,0,0,0,0,"2,000",0,"2,000","2,000",0,"2,000","-6,000",22
113/07/23,4153,鈺緯,"35,000","18,000","17,000",0,0,0,"35,000","18,000","17,000",0,0,0,0,"8,000","-8,000",0,65,-65,0,"8,065","-8,065","8,935",22
113/07/23,4154,樂威科-KY,0,"6,000","-6,000",0,0,0,0,"6,000","-6,000",0,0,0,0,0,0,0,0,0,0,0,0,"-6,000",20
113/07/23,4157,太景*-KY,"320,000","84,000","236,000",0,0,0,"320,000","84,000","236,000",0,0,0,0,0,0,"10,000","10,585",-585,"10,000","10,585",-585,"235,415",22
113/07/23,4160,訊聯基因,"177,100","252,000","-74,900",0,0,0,"177,100","252,000","-74,900",0,0,0,0,"27,000","-27,000",0,6,-6,0,"27,006","-27,006","-101,906",22
113/07/23,4161,聿新科,"14,400","18,000","-3,600",0,0,0,"14,400","18,000","-3,600",0,0,0,0,0,0,"1,001",495,506,"1,001",495,506,"-3,094",22
113/07/23,4162,智擎,"261,000","37,000","224,000",0,0,0,"261,000","37,000","224,000",0,0,0,"1,000",0,"1,000","1,501",0,"1,501","2,501",0,"2,501","226,501",22
113/07/23,4163,鐿鈦,0,"2,000","-2,000",0,0,0,0,"2,000","-2,000",0,0,0,0,0,0,0,0,0,0,0,0,"-2,000",22
113/07/23,4167,松瑞藥,"611,000","277,000","334,000",0,0,0,"611,000","277,000","334,000",0,0,0,0,0,0,"12,006","8,000","4,006","12,006","8,000","4,006","338,006",22
113/07/23,4168,醣聯,"175,000","50,000","125,000",0,0,0,"175,000","50,000","125,000",0,0,0,0,0,0,0,241,-241,0,241,-241,"124,759",22
113/07/23,4171,瑞基,"9,250","7,000","2,250",0,0,0,"9,250","7,000","2,250",0,0,0,0,0,0,0,0,0,0,0,0,"2,250",33
113/07/23,4173,久裕,"3,000","1,000","2,000",0,0,0,"3,000","1,000","2,000",0,0,0,0,0,0,0,0,0,0,0,0,"2,000",22
113/07/23,4174,浩鼎,"65,000","309,186","-244,186",0,0,0,"65,000","309,186","-244,186",0,0,0,0,0,0,0,0,0,0,0,0,"-244,186",22
113/07/23,4175,杏一,"5,000","26,000","-21,000",0,0,0,"5,000","26,000","-21,000",0,0,0,0,0,0,0,0,0,0,0,0,"-21,000",22
113/07/23,4183,福永生技,"3,000","2,000","1,000",0,0,0,"3,000","2,000","1,000",0,0,0,0,0,0,0,0,0,0,0,0,"1,000",22
113/07/23,4188,安克,0,"3,000","-3,000",0,0,0,0,"3,000","-3,000",0,0,0,0,0,0,79,0,79,79,0,79,"-2,921",22
113/07/23,4205,中華食,"1,000","2,000","-1,000",0,0,0,"1,000","2,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,"-1,000",02
113/07/23,4207,環泰,"4,000","5,625","-1,625",0,0,0,"4,000","5,625","-1,625",0,0,0,0,0,0,0,0,0,0,0,0,"-1,625",02
113/07/23,4303,信立,"1,874,000","1,684,000","190,000",0,0,0,"1,874,000","1,684,000","190,000",0,0,0,"2,000","3,000","-1,000","1,000","41,892","-40,892","3,000","44,892","-41,892","148,108",03
113/07/23,4305,世坤,"3,000","2,000","1,000",0,0,0,"3,000","2,000","1,000",0,0,0,0,0,0,0,0,0,0,0,0,"1,000",03
113/07/23,4401,東隆興,"58,000","5,000","53,000",0,0,0,"58,000","5,000","53,000",0,0,0,0,0,0,0,0,0,0,0,0,"53,000",04
113/07/23,4402,福大,"387,000","215,000","172,000",0,0,0,"387,000","215,000","172,000",0,0,0,0,0,0,"1,000","1,120",-120,"1,000","1,120",-120,"171,880",04
113/07/23,4406,新昕纖,"4,000","17,000","-13,000",0,0,0,"4,000","17,000","-13,000",0,0,0,0,0,0,0,0,0,0,0,0,"-13,000",04
113/07/23,4413,飛寶企業,"3,000","10,000","-7,000",0,0,0,"3,000","10,000","-7,000",0,0,0,0,0,0,0,0,0,0,0,0,"-7,000",04
113/07/23,4416,三圓,"2,000","2,000",0,0,0,0,"2,000","2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
113/07/23,4417,金洲,"2,000","4,000","-2,000",0,0,0,"2,000","4,000","-2,000",0,0,0,0,0,0,0,0,0,0,0,0,"-2,000",04
113/07/23,4419,皇家美食,"3,000","4,000","-1,000",0,0,0,"3,000","4,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,"-1,000",16
113/07/23,4420,光明,"23,000","8,000","15,000",0,0,0,"23,000","8,000","15,000",0,0,0,0,0,0,0,0,0,0,0,0,"15,000",04
113/07/23,4430,耀億,"8,000","1,000","7,000",0,0,0,"8,000","1,000","7,000",0,0,0,0,0,0,0,0,0,0,0,0,"7,000",20
113/07/23,4432,銘旺實,"14,000","3,000","11,000",0,0,0,"14,000","3,000","11,000",0,0,0,0,0,0,0,0,0,0,0,0,"11,000",04
113/07/23,4433,興采,"2,000","2,000",0,0,0,0,"2,000","2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,04
113/07/23,4502,健信,0,"4,000","-4,000",0,0,0,0,"4,000","-4,000",0,0,0,0,0,0,0,0,0,0,0,0,"-4,000",05
113/07/23,4503,金雨,"18,000","24,000","-6,000",0,0,0,"18,000","24,000","-6,000",0,0,0,0,0,0,0,0,0,0,0,0,"-6,000",05
113/07/23,4506,崇友,"48,000","16,000","32,000",0,0,0,"48,000","16,000","32,000",0,0,0,0,0,0,0,66,-66,0,66,-66,"31,934",05
113/07/23,4510,高鋒,"121,000",0,"121,000",0,0,0,"121,000",0,"121,000",0,0,0,0,0,0,"70,000",0,"70,000","70,000",0,"70,000","191,000",05
113/07/23,4513,福裕,"1,454,000","1,650,000","-196,000",0,0,0,"1,454,000","1,650,000","-196,000",0,0,0,0,0,0,"63,100","8,160","54,940","63,100","8,160","54,940","-141,060",05
113/07/23,4523,永彰,"4,000","4,000",0,0,0,0,"4,000","4,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,05
113/07/23,4527,方土霖,"10,000","2,000","8,000",0,0,0,"10,000","2,000","8,000",0,0,0,0,0,0,0,0,0,0,0,0,"8,000",05
113/07/23,4528,江興鍛,"1,000","1,000",0,0,0,0,"1,000","1,000",0,0,0,0,"2,000","2,730",-730,0,0,0,"2,000","2,730",-730,-730,05
113/07/23,4529,淳紳,0,"16,000","-16,000",0,0,0,0,"16,000","-16,000",0,0,0,0,0,0,0,0,0,0,0,0,"-16,000",20
113/07/23,4533,協易機,"544,055","1,170,000","-625,945",0,0,0,"544,055","1,170,000","-625,945",0,0,0,0,0,0,"27,000","37,901","-10,901","27,000","37,901","-10,901","-636,846",05
113/07/23,4534,慶騰,"357,000","265,000","92,000",0,0,0,"357,000","265,000","92,000",0,0,0,0,"4,000","-4,000",0,0,0,0,"4,000","-4,000","88,000",05
113/07/23,4535,至興,0,"1,000","-1,000",0,0,0,0,"1,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,"-1,000",05
113/07/23,4538,大詠城,0,"2,000","-2,000",0,0,0,0,"2,000","-2,000",0,0,0,0,0,0,0,0,0,0,0,0,"-2,000",05
113/07/23,4541,晟田,"40,000","8,000","32,000",0,0,0,"40,000","8,000","32,000",0,0,0,0,0,0,0,43,-43,0,43,-43,"31,957",20
113/07/23,4542,科嶠,"22,000","75,000","-53,000",0,0,0,"22,000","75,000","-53,000",0,0,0,0,0,0,"1,000",323,677,"1,000",323,677,"-52,323",28
113/07/23,4543,萬在,"45,000","116,000","-71,000",0,0,0,"45,000","116,000","-71,000",0,0,0,0,0,0,"2,000","1,218",782,"2,000","1,218",782,"-70,218",05
113/07/23,4549,桓達,"164,000","225,000","-61,000",0,0,0,"164,000","225,000","-61,000",0,0,0,0,0,0,0,0,0,0,0,0,"-61,000",05
113/07/23,4550,長佳,"2,000","6,000","-4,000",0,0,0,"2,000","6,000","-4,000",0,0,0,0,0,0,0,54,-54,0,54,-54,"-4,054",05
113/07/23,4554,橙的,"4,000","1,000","3,000",0,0,0,"4,000","1,000","3,000",0,0,0,"4,000",0,"4,000",1,0,1,"4,001",0,"4,001","7,001",31
113/07/23,4556,旭然,"212,000","296,000","-84,000",0,0,0,"212,000","296,000","-84,000",0,0,0,0,0,0,"2,420","2,252",168,"2,420","2,252",168,"-83,832",20
113/07/23,4558,寶緯,"5,000","3,000","2,000",0,0,0,"5,000","3,000","2,000",0,0,0,0,0,0,0,0,0,0,0,0,"2,000",05
113/07/23,4561,健椿,"62,000","51,000","11,000",0,0,0,"62,000","51,000","11,000",0,0,0,0,0,0,"15,000",0,"15,000","15,000",0,"15,000","26,000",05
113/07/23,4563,百德,"196,000","66,000","130,000",0,0,0,"196,000","66,000","130,000",0,0,0,0,0,0,"3,104",0,"3,104","3,104",0,"3,104","133,104",05
113/07/23,4568,科際精密,0,"1,000","-1,000",0,0,0,0,"1,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,"-1,000",05
113/07/23,4577,達航科技,"2,000","3,000","-1,000",0,0,0,"2,000","3,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,"-1,000",31
113/07/23,4580,捷流閥業,"17,000","4,000","13,000",0,0,0,"17,000","4,000","13,000",0,0,0,0,0,0,0,0,0,0,0,0,"13,000",05
113/07/23,4702,中美實,"7,000","17,000","-10,000",0,0,0,"7,000","17,000","-10,000",0,0,0,0,0,0,0,0,0,0,0,0,"-10,000",38
113/07/23,4706,大恭,"11,000","37,000","-26,000",0,0,0,"11,000","37,000","-26,000",0,0,0,0,0,0,0,0,0,0,0,0,"-26,000",21
113/07/23,4707,磐亞,"192,000","128,000","64,000",0,0,0,"192,000","128,000","64,000",0,0,0,0,0,0,"20,000","5,000","15,000","20,000","5,000","15,000","79,000",21
113/07/23,4711,永純,"2,000","2,000",0,0,0,0,"2,000","2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
113/07/23,4714,永捷,"317,000","363,000","-46,000",0,0,0,"317,000","363,000","-46,000",0,0,0,0,"45,000","-45,000","1,000","1,001",-1,"1,000","46,001","-45,001","-91,001",21
113/07/23,4716,大立,"178,000","195,000","-17,000",0,0,0,"178,000","195,000","-17,000",0,0,0,"3,000",0,"3,000",0,0,0,"3,000",0,"3,000","-14,000",21
113/07/23,4721,美琪瑪,"91,000","89,000","2,000",0,0,0,"91,000","89,000","2,000",0,0,0,"3,000","9,000","-6,000","3,000","2,751",249,"6,000","11,751","-5,751","-3,751",21
113/07/23,4726,永昕,"4,680,000","1,172,000","3,508,000",0,0,0,"4,680,000","1,172,000","3,508,000",0,0,0,0,0,0,0,0,0,0,0,0,"3,508,000",22
113/07/23,4728,雙美,"3,000","5,000","-2,000",0,0,0,"3,000","5,000","-2,000",0,0,0,0,0,0,0,14,-14,0,14,-14,"-2,014",22
113/07/23,4729,熒茂,"21,000","86,000","-65,000",0,0,0,"21,000","86,000","-65,000",0,0,0,0,0,0,0,0,0,0,0,0,"-65,000",26
113/07/23,4735,豪展,"24,000","5,000","19,000",0,0,0,"24,000","5,000","19,000",0,0,0,0,0,0,0,0,0,0,0,0,"19,000",22
113/07/23,4743,合一,"3,137,000","1,591,000","1,546,000",0,0,0,"3,137,000","1,591,000","1,546,000","40,000",0,"40,000","30,000","76,873","-46,873","10,918","12,715","-1,797","40,918","89,588","-48,670","1,537,330",22
113/07/23,4744,皇將,"3,000","20,000","-17,000",0,0,0,"3,000","20,000","-17,000",0,0,0,0,0,0,0,0,0,0,0,0,"-17,000",22
113/07/23,4745,合富-KY,0,"7,000","-7,000",0,0,0,0,"7,000","-7,000",0,0,0,0,0,0,0,0,0,0,0,0,"-7,000",22
113/07/23,4747,強生,"3,000","7,000","-4,000",0,0,0,"3,000","7,000","-4,000",0,0,0,0,0,0,0,0,0,0,0,0,"-4,000",22
113/07/23,4754,國碳科,"5,000",0,"5,000",0,0,0,"5,000",0,"5,000",0,0,0,0,0,0,0,0,0,0,0,0,"5,000",21
113/07/23,4760,勤凱,"255,000","309,000","-54,000",0,0,0,"255,000","309,000","-54,000",0,0,0,0,"4,000","-4,000","2,000","7,477","-5,477","2,000","11,477","-9,477","-63,477",31
113/07/23,4768,晶呈科技,"83,000","48,000","35,000",0,0,0,"83,000","48,000","35,000",0,"104,000","-104,000",0,0,0,0,0,0,0,0,0,"-69,000",21
113/07/23,4903,聯光通,"433,000","536,000","-103,000",0,0,0,"433,000","536,000","-103,000",0,0,0,0,0,0,0,0,0,0,0,0,"-103,000",27
113/07/23,4905,台聯電,"3,000","6,000","-3,000",0,0,0,"3,000","6,000","-3,000",0,0,0,0,"1,000","-1,000",0,0,0,0,"1,000","-1,000","-4,000",27
113/07/23,4907,富宇,"92,000","36,000","56,000",0,0,0,"92,000","36,000","56,000",0,0,0,0,0,0,0,0,0,0,0,0,"56,000",14
113/07/23,4908,前鼎,"135,000","199,000","-64,000",0,0,0,"135,000","199,000","-64,000",0,0,0,0,0,0,"6,418","11,228","-4,810","6,418","11,228","-4,810","-68,810",27
113/07/23,4909,新復興,"1,062,000","1,422,000","-360,000",0,0,0,"1,062,000","1,422,000","-360,000",0,0,0,0,"28,000","-28,000","4,000","4,382",-382,"4,000","32,382","-28,382","-388,382",27
113/07/23,4911,德英,"2,000",0,"2,000",0,0,0,"2,000",0,"2,000",0,0,0,0,0,0,0,0,0,0,0,0,"2,000",22
113/07/23,4923,力士,"1,000","1,000",0,0,0,0,"1,000","1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
113/07/23,4924,欣厚-KY,"8,000","29,000","-21,000",0,0,0,"8,000","29,000","-21,000",0,0,0,0,0,0,0,0,0,0,0,0,"-21,000",25
113/07/23,4931,新盛力,"38,000","99,000","-61,000",0,0,0,"38,000","99,000","-61,000",0,0,0,0,0,0,"1,000",880,120,"1,000",880,120,"-60,880",25
113/07/23,4933,友輝,"201,000","107,000","94,000",0,0,0,"201,000","107,000","94,000",0,0,0,0,0,0,"2,000",0,"2,000","2,000",0,"2,000","96,000",26
113/07/23,4939,亞電,"11,000","39,000","-28,000",0,0,0,"11,000","39,000","-28,000",0,0,0,0,0,0,0,0,0,0,0,0,"-28,000",28
113/07/23,4945,陞達科技,"41,000","16,000","25,000",0,0,0,"41,000","16,000","25,000",0,0,0,0,0,0,"1,000","1,095",-95,"1,000","1,095",-95,"24,905",24
113/07/23,4951,精拓科,"5,000","22,015","-17,015",0,0,0,"5,000","22,015","-17,015",0,0,0,0,0,0,0,0,0,0,0,0,"-17,015",24
113/07/23,4953,緯軟,"58,050","12,366","45,684",0,0,0,"58,050","12,366","45,684",0,0,0,0,0,0,"14,000","7,507","6,493","14,000","7,507","6,493","52,177",30
113/07/23,4966,譜瑞-KY,"369,363","370,127",-764,0,0,0,"369,363","370,127",-764,0,"100,000","-100,000",0,"5,008","-5,008","10,000","12,236","-2,236","10,000","17,244","-7,244","-108,008",24
113/07/23,4971,IET-KY,"6,000","11,000","-5,000",0,0,0,"6,000","11,000","-5,000",0,0,0,0,0,0,0,0,0,0,0,0,"-5,000",24
113/07/23,4972,湯石照明,"9,000",0,"9,000",0,0,0,"9,000",0,"9,000",0,0,0,0,0,0,"2,000","2,428",-428,"2,000","2,428",-428,"8,572",26
113/07/23,4973,廣穎,"96,000","49,000","47,000",0,0,0,"96,000","49,000","47,000",0,0,0,0,0,0,0,0,0,0,0,0,"47,000",24
113/07/23,4974,亞泰,"86,000","44,000","42,000",0,0,0,"86,000","44,000","42,000",0,0,0,0,"10,000","-10,000",0,0,0,0,"10,000","-10,000","32,000",28
113/07/23,4979,華星光,"345,000","876,060","-531,060",0,0,0,"345,000","876,060","-531,060",0,0,0,0,0,0,"33,000","68,617","-35,617","33,000","68,617","-35,617","-566,677",27
